/Users/hyprul/Desktop/Data/IMG/center_2018_12_06_17_28_35_296.jpg, /Users/hyprul/Desktop/Data/IMG/left_2018_12_06_17_28_35_296.jpg, /Users/hyprul/Desktop/Data/IMG/right_2018_12_06_17_28_35_296.jpg, 0, 0, 0, 8.024009E-05
/Users/hyprul/Desktop/Data/IMG/center_2018_12_06_17_28_35_410.jpg, /Users/hyprul/Desktop/Data/IMG/left_2018_12_06_17_28_35_410.jpg, /Users/hyprul/Desktop/Data/IMG/right_2018_12_06_17_28_35_410.jpg, 0, 0, 0, 7.836592E-05
/Users/hyprul/Desktop/Data/IMG/center_2018_12_06_17_28_35_511.jpg, /Users/hyprul/Desktop/Data/IMG/left_2018_12_06_17_28_35_511.jpg, /Users/hyprul/Desktop/Data/IMG/right_2018_12_06_17_28_35_511.jpg, 0, 0, 0, 7.819243E-05
/Users/hyprul/Desktop/Data/IMG/center_2018_12_06_17_28_35_623.jpg, /Users/hyprul/Desktop/Data/IMG/left_2018_12_06_17_28_35_623.jpg, /Users/hyprul/Desktop/Data/IMG/right_2018_12_06_17_28_35_623.jpg, 0, 0, 0, 8.415038E-05
/Users/hyprul/Desktop/Data/IMG/center_2018_12_06_17_28_35_724.jpg, /Users/hyprul/Desktop/Data/IMG/left_2018_12_06_17_28_35_724.jpg, /Users/hyprul/Desktop/Data/IMG/right_2018_12_06_17_28_35_724.jpg, 0, 0, 0, 7.98011E-05
/Users/hyprul/Desktop/Data/IMG/center_2018_12_06_17_28_35_848.jpg, /Users/hyprul/Desktop/Data/IMG/left_2018_12_06_17_28_35_848.jpg, /Users/hyprul/Desktop/Data/IMG/right_2018_12_06_17_28_35_848.jpg, 0, 0, 0, 8.040241E-05
/Users/hyprul/Desktop/Data/IMG/center_2018_12_06_17_28_35_977.jpg, /Users/hyprul/Desktop/Data/IMG/left_2018_12_06_17_28_35_977.jpg, /Users/hyprul/Desktop/Data/IMG/right_2018_12_06_17_28_35_977.jpg, 0, 0, 0, 8.067816E-05
/Users/hyprul/Desktop/Data/IMG/center_2018_12_06_17_28_36_094.jpg, /Users/hyprul/Desktop/Data/IMG/left_2018_12_06_17_28_36_094.jpg, /Users/hyprul/Desktop/Data/IMG/right_2018_12_06_17_28_36_094.jpg, 0, 0, 0, 7.827445E-05
/Users/hyprul/Desktop/Data/IMG/center_2018_12_06_17_28_36_197.jpg, /Users/hyprul/Desktop/Data/IMG/left_2018_12_06_17_28_36_197.jpg, /Users/hyprul/Desktop/Data/IMG/right_2018_12_06_17_28_36_197.jpg, 0, 0, 0, 7.997701E-05
/Users/hyprul/Desktop/Data/IMG/center_2018_12_06_17_28_36_328.jpg, /Users/hyprul/Desktop/Data/IMG/left_2018_12_06_17_28_36_328.jpg, /Users/hyprul/Desktop/Data/IMG/right_2018_12_06_17_28_36_328.jpg, 0, 0, 0, 7.808338E-05
/Users/hyprul/Desktop/Data/IMG/center_2018_12_06_17_28_36_429.jpg, /Users/hyprul/Desktop/Data/IMG/left_2018_12_06_17_28_36_429.jpg, /Users/hyprul/Desktop/Data/IMG/right_2018_12_06_17_28_36_429.jpg, 0, 0.1161572, 0, 0.001323538
/Users/hyprul/Desktop/Data/IMG/center_2018_12_06_17_28_36_564.jpg, /Users/hyprul/Desktop/Data/IMG/left_2018_12_06_17_28_36_564.jpg, /Users/hyprul/Desktop/Data/IMG/right_2018_12_06_17_28_36_564.jpg, 0, 0.473691, 0, 0.522682
/Users/hyprul/Desktop/Data/IMG/center_2018_12_06_17_28_36_671.jpg, /Users/hyprul/Desktop/Data/IMG/left_2018_12_06_17_28_36_671.jpg, /Users/hyprul/Desktop/Data/IMG/right_2018_12_06_17_28_36_671.jpg, -0.2232871, 0.8102582, 0, 1.372545
/Users/hyprul/Desktop/Data/IMG/center_2018_12_06_17_28_36_762.jpg, /Users/hyprul/Desktop/Data/IMG/left_2018_12_06_17_28_36_762.jpg, /Users/hyprul/Desktop/Data/IMG/right_2018_12_06_17_28_36_762.jpg, -0.5302498, 1, 0, 2.423417
